base_spirits,name,url,name_words,description,image,ingredients,Length
['gin'],aura in me,https://www.thespruceeats.com/aura-in-me-cocktail-recipe-759122,"['aura', 'in', 'me']","Sweetly spiced elegance, those are the only words I can use to properly describe the Aura In Me cocktail. The drink is actually rather simple, but it is unique in the flavor combination. It begins with the always lovely Bols Genever, adds fresh lemon juice (bottled juice is not recommended by either of us) with a little elderflower and pine honey. The egg adds that silky foam that makes so many classic and modern drinks spectacular, and then there is the spice.",https://www.thespruceeats.com/thmb/rMmzYnAY-Y0DXpBkisHqHnZ9y_o=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Bafas-aurainme-56a173565f9b58b7d0bf6403.jpg,"['60 ml (approx. 2 ounces) Bols Genever', '15 ml (approx. 1/2 ounce) fresh lemon juice', '15 ml elderflower syrup', '2 barspoons pure pine honey', '1 barspoon pink pepper', '1 barspoon cardamom', '20 ml (approx. 3/4 ounce) egg white']",7
['irish cream'],autumn chai swizzle,https://www.thespruceeats.com/autumn-chai-swizzle-759551,"['autumn', 'chai', 'swizzle']","As the hot toddy and Irish coffee have proven for years, warm drinks are best when constructed in a simple manner. This autumn chai swizzle is another shining example, though in this case, you'll be working with fresh-brewed chai tea. The recipe comes from Baileys Irish Cream and the concept is very straight-forward. Essentially, you'll use the Irish cream liqueur as a creamer and brown sugar as a sweetener for a steaming cup of chai. It is a low-proof drink that is easy to make and can be a fantastic replacement for your afternoon chai.",https://www.thespruceeats.com/thmb/efNullVq9sUhtEAX5H-Ct20HJjI=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/AutumnChaiSwizzle-155417888-56a172bc5f9b58b7d0bf5fec.jpg,"['2 ounces Irish Cream (Baileys)', '3 ounces masala chai tea (brewed)', '2 teaspoons sugar (raw)', 'Garnish: cinnamon stick']",4
['whiskey'],autumn delight,https://www.thespruceeats.com/yamazaki-autumn-delight-recipe-761408,"['autumn', 'delight']","Enjoy a great Japanese whiskey and apple cider in the same glass with the autumn delight cocktail. It's a very simple recipe that features the two ingredients with a hint of cinnamon, offering a seasonal way to experience the fine taste of Yamazaki 12 Year Whisky. The recipe comes from The House of Suntory, the premier makers of Japanese whisky that put the country's burgeoning whisky scene on the worldwide map. Specifically, it uses the flagship from the Yamazaki range, a nice single malt that is aged for 12 years, making it perfectly mixable. It's the ideal way to spike your cider and enjoy a wonderful (and incredibly easy) autumn cocktail.",https://www.thespruceeats.com/thmb/31cN8t8WHvB516cwMWcU-aFfe4c=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/143693764-crop-58a4b3763df78c4758d3ec92.jpg,"['2 ounces whiskey (Yamazaki 12)', '4 ounces apple cider', 'Garnish: ground cinnamon', 'Garnish: 2 apple slices', 'Garnish: cinnamon stick']",5
['brandy'],autumn leaves,https://www.thespruceeats.com/autumn-leaves-cocktail-recipe-759388,"['autumn', 'leaves']","The autumn leaves cocktail is an interesting fall drink that is packed with intriguing flavors. It begins with the impressive pisco from Pisco Porton on which the complex tastes of Drambuie and Campari are layered. The result is a drink that is multifaceted, deep, and soothing. As the name suggests, this really is a fascinating drink that is ideal for autumn celebrations. The Drambuie imparts a dark honey herb flavor against the South American brandy that is warm and inviting. At the same time, Campari brings in its bitter profile, which also helps turn the cocktail into a perfect aperitif and a fantastic predecessor to any meal you're cooking up.",https://www.thespruceeats.com/thmb/RVeNBzNvHvui78OgfCV5Km1cwVo=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/AutumnLeaves-PiscoPorton-Cocktail-56a175575f9b58b7d0bf7613.jpg,"['1 ounce pisco (Pisco Porton)', '1 ounce Drambuie', '1/4 ounce Campari', '1/4 ounce lime juice', 'Garnish: lime twist', 'Garnish: orange wedge']",6
['vodka'],autumn spiced tonic,https://www.thespruceeats.com/autumn-spiced-tonic-recipe-759087,"['autumn', 'spiced', 'tonic']","The Gin & Tonic is a favorite drink of mine and, while we do enjoy a good Vodka Tonic every now and then, it lacks a little flavor for my taste. Inspired by the falling leaves of autumn, we created this simple adaptation that features a special infusion that is perfect for the season. The infusion is one of apple, pear, and cinnamon and it is easy to make yourself. It can take about a week to get the perfect flavor and, if you notice, we add the cinnamon on the last day, right about the time that the fruits are perfectly infused. This is because cinnamon will take less time to impart its spice and if you add it at the same time as the fruits, it will overpower the other flavors. Once you have the infusion, the Autumn Spiced Tonic is easy to construct. We like to add just a little simple syrup to sweeten it up a bit, though you can easily skip that and have a nice drink as well.",https://www.thespruceeats.com/thmb/Tj_PCkZStHlm-PuYEeqQ7MDj32c=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/AutumnSpicedTonic-463156413-56a173165f9b58b7d0bf6211.jpg,"['Autumn Spiced Tonic:', '1 1/2 ounces apple-pear-cinnamon vodka (recipe below)', '1 splash simple syrup', '8 to 9 ounces tonic water (to fill glass)', 'Garnish: apple slice', 'Apple-Pear-Cinnamon Infused Vodka:', '1 red apple', '1 pear', '1 cinnamon stick', '750ml bottle vodka']",10
['gin'],aviation cocktail,https://www.thespruceeats.com/aviation-cocktail-recipe-760055,"['aviation', 'cocktail']","The aviation cocktail is a fantastic classic cocktail with a long and rocky past. It's possible that this was the very first purple-colored drink and, without a doubt, it's the most popular recipe to feature creme de violette. This floral mix is simple, and in true old-fashioned style, it requires just a few ingredients. The combination of gin, cherry, violets, and lemon offers a refined and fascinating flavor that is unique in the cocktail world. The problem is that the key to getting the drink's stunning color is a somewhat elusive liqueur. Often overlooked and rarely stocked, creme de violette was revived with a 2007 release by Rothman and Winter. Today, a few other companies produce it, though it's definitely not the easiest liqueur to find. That liqueur makes the aviation cocktail what it really was meant to be, though even during the four decades of its absence, the cocktail was still being made without it. Interestingly, some drinkers have reverted to the maraschino-only recipe because they believe that modern creme de violette is not what it should be.",https://www.thespruceeats.com/thmb/Q4qzSFL3AOdgiunRJ-vr0tku3V4=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/aviation-cocktail-recipe-760055-Hero-5bbf9fe1c9e77c0052b8040e.jpg,"['2 ounces gin', '1/4 ounce maraschino liqueur', '1/4 ounce creme de violette', '1/2 ounce lemon juice (fresh)', 'Garnish: flamed lemon peel']",5
['brandy'],b and b,https://www.thespruceeats.com/brandy-and-benedictine-recipe-759285,"['b', 'and', 'b']","B&B stands for Brandy and Benedictine; it's that simple. It is one of the icons of fine drinking and is truly a classic cocktail. A B&B is often served on the rocks. Some drinkers prefer it straight up and others prefer it slightly warmer (prep your snifter with warm water, dumping it before adding the spirits). It is almost always served in a brandy snifter and it makes an ideal after-dinner drink or nightcap. The producers of Benedictine also make a pre-mixed B&B which is really good. However, if you have a favorite brandy, you will find a made-from-scratch B&B a better option.",https://www.thespruceeats.com/thmb/aiBJEjIYLYVVjp1tr-UI8RZ_XNQ=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/brandy-and-benedictine-recipe-759285-Hero1-5b95c26c46e0fb00502f40df.jpg,"['1 ounce brandy', '1 ounce Benedictine']",2
['rum'],bacardi cocktail,https://www.thespruceeats.com/bacardi-cocktail-recipe-759282,"['bacardi', 'cocktail']","If you're looking for a drink to pour some Bacardi rum into, few recipes are as fitting as the original Bacardi cocktail. It's an excellent classic drink that's a little sweet and a little sour and designed for this specific brand of rum. The Bacardi cocktail happens to be one of the earliest examples of really good liquor advertising campaigns. In fact, in 1936 the New York Supreme Court ruled that an authentic Bacardi cocktail (even beyond this recipe) had to be made with Bacardi Rum. Nonetheless, this is a fun drink and it's pretty good, too.",https://www.thespruceeats.com/thmb/u_uaLCUYVBNTQukVy1_Q7R9Cnxc=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/_bacardi-cocktail-recipe-759282-hero-5bb7c367c9e77c00513951c7.jpg,"['2 ounces Light Rum (Bacardi)', '1/2 ounce lemon or lime juice', '1/2 ounce grenadine']",3
['whiskey'],bacon cherry creek,https://www.thespruceeats.com/bacon-cherry-creek-recipe-761328,"['bacon', 'cherry', 'creek']","Featuring Knob Creek Bourbon infused with bacon,a homemade cherry-cinnamon syrup, and ruby port wine, this sophisticated tipple is the perfect choice for your upscale dinner party. The Bacon Cherry Creek is a drink that will WOW and impress any guest, even those that are opposed to drinking their bacon (okay, maybe not vegetarians... almost everyone). This creative cocktail was designed by Natalie Bovis, aka The Liquid Muse. Bovis is known for developing innovative drinks and pairing flavors that many of us would never have thought of. She is a cocktail consultant and writer and wrote a very fun book called Preggatinis. Bovis created the Bacon Cherry Creek cocktail recipe for an underground L.A. dinner prepared by chef Amy Jurist. The recipe was also included in Bovis' book, Edible Cocktails, which is reviewed below. More details about making the two DIY ingredients are below the recipe though it is important to note that it takes at least two days for the bacon whiskey to be ready. This is not a last minute cocktail and you will need to plan ahead.",https://www.thespruceeats.com/thmb/HGWYH9tIJauCVGw4UEqHM2hW3uo=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/BaconCherryCreek-184988780-56a172ef3df78cf7726abd10.jpg,"['2 ounces bacon-washedKnob Creek Bourbon Whiskey* (instructions below)', '3/4 ounce Liquid Muse Cherry-Cinnamon Syrup** (recipe below)', '1/2 ounce ruby port', 'Garnish: orange zest']",4
['vodka'],bacon me angry,https://www.thespruceeats.com/bacon-me-angry-cocktail-recipe-759089,"['bacon', 'me', 'angry']","Bacon lovers are going to have a lot of fun with this simple cocktail recipe that also includes the popular hard apple cider from Angry Orchard. The Bacon Me Angry combines a bacon vodka with maple syrup and hard cider to create a warm, inviting, and delicious autumn drink. The flavor combination is very interesting and may have you thirsting for a good home-cooked breakfast as well. It also works well as a fall brunch and is surprisingly light on the alcohol. The majority of the ingredients are very easy to come by and it is likely that they are already in your kitchen and bar. You will, however, need to make your own bacon-flavored vodka unless you come across a bottle of Bakon Vodka. The great news is that the bacon infusion is very easy and quick. If you fry up bacon for breakfast, it is entirely possible to have a Bacon Me Angry after dinner that same night. The full instructions for creating bacon vodka are below the cocktail recipe.",https://www.thespruceeats.com/thmb/eaZkNGYgTW9HZdHW08yepT6HmjU=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/AngryOrchard-BaconMeAngry-Cocktail-56a1753e3df78cf7726ad18f.jpg,"['1-ounce bacon-infused vodka* (instructions below)', '1 splash maple syrup', '1 dash bitters', '4 ounces Angry Orchard Crisp Apple Hard Cider', 'Garnish: brandied cherry', 'Garnish: bacon slice']",6
['rum'],bahama mama,https://www.thespruceeats.com/bahama-mama-rum-cocktail-759591,"['bahama', 'mama']","One of the best tiki cocktails you can mix up, the Bahama Mama is a fruity rum drink that is perfect for any summer party. It's easy to make at home and one taste will instantly transport you to a faraway tropical beach. The Bahama Mama is a very popular cocktail and, just like many tiki drinks, there are many recipes available. You should expect two types of rum, a little coconut and coffee, and a healthy dose of pineapple. While those are the keys to any good Bahama Mama, from there various ingredients are added. For example, the first recipe is one of the more basic and common ways to make this drink. It has all the essential ingredients with an accent of lemon juice. The second recipe adds orange juice and grenadine, creating a slightly sweeter mix. Both drinks are delicious, they simply show the range that you can find in the Bahama Mamas of the world. The Bahama Mama you order at your local tiki lounge may be entirely different than the one you had on your Caribbean vacation. Yet, with all variations, you should expect those same base ingredients and a wonderful fruity cocktail.",https://www.thespruceeats.com/thmb/JB4ifcqgrqsawGnrkIuk52OEZPI=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/_bahama-mama-rum-cocktail-759591-hero-02-5bca4790c9e77c00517ea303.jpg,"['1/4 ounce coffee liqueur', '1/2 ounce dark rum', '1/2 ounce coconut liqueur ', '1/4 ounce 151-proof (high-proof) rum', '1/2 ounce fresh lemon juice', '4 ounces pineapple juice', 'Garnish: strawberry or cherry']",7
